id,value,label
4889,0.0491,EwrUzuAK
4890,0.2009,INSaXLyO
4891,0.8738,ixomCVhT
4892,0.4507,SsJmHHnb
4893,0.823,GIUmqoSP
4894,0.0607,FZnUNpwB
4895,0.7026,UGXHcLuU
4896,0.8407,Wjiwyfxx
4897,0.4804,XeUgTiMl
4898,0.9324,RmBzdbHl
4899,0.0754,JgwTLwqJ
4900,0.3971,LBEMyViM
4901,0.5022,jyYGgzHU
4902,0.552,wZxuxHAD
4903,0.4603,hxtiXZFc
4904,0.9976,OjNlwnoZ
4905,0.4783,TNYrqZSX
4906,0.5574,QrxOYxbx
4907,0.6532,YFQgfSUp
4908,0.2438,kupsZSXm
4909,0.6944,MLjMbiXK
4910,0.4512,OEpEFSNN
4911,0.4712,mKysBLtk
4912,0.0411,UPlpuVku
4913,0.4708,AJZlAmGR
4914,0.983,qqETbuXN
4915,0.784,SNDGtKbh
4916,0.9922,pGSNeRnn
4917,0.2125,NGcFzUdE
4918,0.207,yTeWlhEA
4919,0.5875,QERctaIO
4920,0.9765,GWzwwZdG
4921,0.3882,bmqYbSqZ
4922,0.2701,vaPNgToV
4923,0.4163,VzkfTgZn
4924,0.3324,GIGENyMf
4925,0.3789,ZUPcSmpz
4926,0.4163,XDaRtDCk
4927,0.3979,UZUZvBfe
4928,0.8938,QlMaukpG
4929,0.983,IUzgaEbg
4930,0.1964,kGYblPrw
4931,0.1728,qZDMDYQC
4932,0.8642,pEcvCKqZ
4933,0.0973,vMioRUHx
4934,0.7928,XpeHkkfa
4935,0.5131,OduNzJGJ
4936,0.3603,dARJStTc
4937,0.695,jnEbPJBZ
4938,0.3266,VCGzPFQC
4939,0.1917,bxkecYPv
4940,0.6425,psJxBXej
4941,0.9751,LsHWacdf
4942,0.7104,KdTaYAsL
4943,0.1092,SYhjnWaL
4944,0.2844,qqTKuqse
4945,0.2689,WILKMDxd
4946,0.8403,FIghnzwf
4947,0.8848,qYiNbvrN
4948,0.9314,vdgQvLpe
4949,0.7027,HadKlKgx
4950,0.8256,rtZHVjCH
4951,0.9843,jAfmoUjA
4952,0.75,nFcZAZLO
4953,0.0136,LtFULoBd
4954,0.5434,urxjbAjo
4955,0.9243,XRteXsxT
4956,0.5089,RTtrCELP
4957,0.1675,wmqhzgpn
4958,0.5245,WIDdiUGH
4959,0.459,iqfHLhqr
4960,0.4906,NZmpXSht
4961,0.0606,dhSlafdw
4962,0.8328,joyyJJYt
4963,0.6638,GMUYbIwM
4964,0.5634,uWyEYWKs
4965,0.6719,wOelaxwp
4966,0.6226,xKKjDAXx
4967,0.9107,GoqIOHge
4968,0.144,RRQYMhXt
4969,0.5699,lHVkCQmf
4970,0.895,XwvSTyJV
4971,0.4133,zzfZPEUP
4972,0.1177,zUgEVzqt
4973,0.9223,ujpkTLpP
4974,0.5377,YKMSxQyC
4975,0.3464,bIsKGdYR
4976,0.5286,GodMQOFi
4977,0.3068,mFkuXoCu
4978,0.9983,xgBvBMLH
4979,0.2958,xovYMtgU
4980,0.6916,mGfAPBqz
4981,0.855,glrGTsIF
4982,0.6368,bxOdUHRG
4983,0.3733,YbbzfWfy
4984,0.9615,EfjGsxgc
4985,0.366,OViSfyHs
4986,0.3207,WuVNMlqA
4987,0.1352,ijcdvVvx
4988,0.376,idRJLAvG
4989,0.4514,mibDZYMr
4990,0.7207,ZkjtaLcU
4991,0.3883,GINrCnIg
4992,0.3969,EnfMPPJb
4993,0.5697,zMpXvmjR
4994,0.1198,YygtEjDb
4995,0.523,seoPojbQ
4996,0.9021,lPcxihyG
4997,0.9493,TVDMzpCu
4998,0.082,OZJyTxlA
4999,0.8753,cfPbsJEX
5000,0.5296,sYhyroPP
5001,0.3975,mjoJunbR
5002,0.9263,LvuMqqym
5003,0.6587,DcgTIeuR
5004,0.7579,qIdhFwNH
5005,0.3667,pEcPkybG
5006,0.4144,WbaqORmx
5007,0.1868,NunqZupN
5008,0.8901,TeEVqumS
5009,0.6733,zdfQAfsK
5010,0.6816,jYeFXNgS
5011,0.142,sCdxPyWe
5012,0.4052,JiISWRUB
5013,0.8626,mwzDmIck
5014,0.8136,kAuHsGju
5015,0.5224,tACbEvmb
5016,0.1864,hZakvQoT
5017,0.6188,DmlPnJly
5018,0.4496,jRljhvLA
5019,0.2783,DnzvTFLN
5020,0.9399,MTAhqJjV
5021,0.0855,ZRFfVvdA
5022,0.5895,ANFDdbku
5023,0.177,hnpRjsnu
5024,0.2326,gKKjUfqs
5025,0.146,cfGEOjWx
5026,0.3615,eIrKOdau
5027,0.7749,pEqfkwQa
5028,0.7354,ryRHvMVy
5029,0.9762,eeVgaiMg
5030,0.7098,BYrscvlE
5031,0.6644,AZOYxMvT
5032,0.3552,GNdXtQEv
5033,0.7406,htZDDPJS
5034,0.2345,IMkJYpfv
5035,0.4298,gyNKojfj
5036,0.3015,YfLEyYeM
5037,0.8022,DVnkxfIE
5038,0.3654,mDaMmybq
5039,0.736,qYqwkIpl
5040,0.6968,YFYYUtWk
5041,0.3482,xesnZmHA
5042,0.8995,qfPCYJhu
5043,0.5394,DHUnOJjA
5044,0.3036,xJvXYNIA
5045,0.0853,MtpFfpmv
5046,0.0998,lAwOvKSe
5047,0.1005,QqmxbNPR
5048,0.3826,eznaFVtm
5049,0.0781,fPQESIuO
5050,0.1404,ExhcewFd
5051,0.7559,ftxWGqJD
5052,0.6902,znUTFhsm
5053,0.1207,YqauffKC
5054,0.7332,WcFyRyow
5055,0.8185,GEegWNGu
5056,0.4087,MlrqABjW
5057,0.1486,GwAUSksK
5058,0.6711,GfFTymsW
5059,0.7036,IhrHZlKk
5060,0.4052,AfxgPtlH
5061,0.597,rYFWPwDF
5062,0.5026,IFBmPFMK
5063,0.5205,qGgEKNpl
5064,0.3122,DgidnLYb
5065,0.4014,RhVCXzbb
5066,0.778,iIzJZPkn
5067,0.4619,tQQcxYTD
5068,0.6077,qIabKsQV
5069,0.6215,ozQYoPfL
5070,0.2719,Ldchhchq
5071,0.7571,kbjJcOew
5072,0.9029,RxGcstgz
5073,0.1878,GnXzyOqW
5074,0.2832,htkQmUGC
5075,0.3075,LvdVkpkc
5076,0.1379,ecvcIPIM
5077,0.8045,ctMmZWgz
5078,0.484,TZkLHWKc
5079,0.7581,RVfLhYGB
5080,0.092,tawjilBt
5081,0.9914,IfePbPWi
5082,0.8701,VCUZJVOh
5083,0.8401,PxTmsqIU
5084,0.6057,JsVxjuED
5085,0.3921,paiAnGcd
5086,0.6337,GnacHIGs
5087,0.4793,BtmrDHWR
5088,0.0246,SzlVjtZQ
5089,0.948,pISJDuGK
5090,0.2355,CCLMbaVZ
5091,0.6994,UWJJpqSz
5092,0.1412,xcfLJSyY
5093,0.6785,iLxrFgOM
5094,0.6271,WBDbZjJf
5095,0.0522,HgNchNFi
5096,0.3416,RqsYilcc
5097,0.7626,wWIlKPif
5098,0.3871,wBFgioiS
5099,0.2141,sUsjGtus
5100,0.1596,EiWqFEMp
5101,0.297,NzVNwkxC
5102,0.71,QsvpACVZ
5103,0.437,EUqzLqDS
5104,0.9411,cyLEWSdt
5105,0.6412,qhZrAaTw
5106,0.3779,FGcLcOJv
5107,0.0067,XuAORAbp
5108,0.4175,NrSGiHir
5109,0.1099,NQDjQLnQ
5110,0.9791,TgzmXeTA
5111,0.2636,SGqfIXoN
5112,0.5603,mZqUZlAI
5113,0.5705,GFFNwsXV
5114,0.6451,FrgLHqga
5115,0.693,deINxNgo
5116,0.6072,mwbCLWcI
5117,0.2818,ZqNHfIUY
5118,0.0616,SszOkVZs
5119,0.7354,iapaApeA
5120,0.5453,Wvobyxqb
5121,0.3733,gZgcktxy
5122,0.0022,RxOZIbSu
5123,0.9082,woksfQnS
5124,0.205,SqOsRBiy
5125,0.0616,vGghFIQu
5126,0.6728,UFwbBjwb
5127,0.1697,lQIbGTtE
5128,0.7777,ErOknnkr
5129,0.6348,wksTKnKm
5130,0.5406,yKzaDeOJ
5131,0.705,eLmyqIik
5132,0.2659,ieVayNfz
5133,0.4852,FmMzQHRL
5134,0.192,XicAhTpA
5135,0.6588,LSfzOOfT
5136,0.5861,yPbphTZE
5137,0.0149,OGAiofcg
5138,0.8007,HXlGezJk
5139,0.0349,ZVRMyiKH
5140,0.498,lVBmANcG
5141,0.3347,iXJGCZve
5142,0.3854,xGvchfga
5143,0.8398,IwLHIlhD
5144,0.1163,KUrGfmnF
5145,0.5418,JZQqEQeQ
5146,0.2853,WWnoVEMw
5147,0.3518,yhUczOpg
5148,0.1078,RvDEWQqT
5149,0.3011,pKsqdpqq
5150,0.7033,AAIutSUF
5151,0.8951,nZyDimEl
5152,0.4369,FXrBFzzZ
5153,0.7484,ZMZnhniq
5154,0.7626,PLSJofoh
5155,0.2296,SxhxVFrQ
5156,0.0493,JSmmVFIC
5157,0.4896,xltfarBY
5158,0.46,sWUOYXie
5159,0.6036,POtfdBND
5160,0.6891,AKegfXGj
5161,0.1201,QKmhHvjI
5162,0.5882,IZrQkoJL
5163,0.7687,xGoRTJlp
5164,0.277,kGOSTFeM
5165,0.7629,ltlplIII
5166,0.7649,inARMVgh
5167,0.9107,izQXwFeh
5168,0.8514,DAQjNZpG
5169,0.1765,btEQsQCe
5170,0.934,DzDfvScf
5171,0.5349,coYNyugS
5172,0.2223,uryeZbuv
5173,0.5374,yqEWyHCS
5174,0.451,HPMCPtdu
5175,0.861,WfEeivZy
5176,0.1341,QeEBbTXL
5177,0.0527,tmbbOJCW
5178,0.6765,iZDqSPrQ
5179,0.7039,otQwetUX
5180,0.0536,ulZWUiWw
5181,0.9882,nwTMgvKu
5182,0.493,HEosNWNp
5183,0.7568,JsOnZtFB
5184,0.3754,leRXWcHp
5185,0.7507,AzXdwgtr
5186,0.888,DtWeMMJo
5187,0.1836,asJnRyYd
5188,0.5247,RbPmBMUZ
5189,0.6449,XwqGxNxD
5190,0.7612,zgMVGHdN
5191,0.3032,tiyunYUB
5192,0.0617,KVBHwPWN
5193,0.2326,NfBCvwJW
5194,0.5954,tfXFlVio
5195,0.4823,HHGirlUb
5196,0.0084,hPXtFuqP
5197,0.5595,zxtQcLtl
5198,0.6312,dqvPfXiD
5199,0.9699,pIkzBaDL
5200,0.1537,LOBEcXxR
5201,0.8846,NXzGfnRE
5202,0.5519,yKyYfvDh
5203,0.345,iqWeauFH
5204,0.4425,paJcAgGJ
5205,0.3982,MdaeBrmx
5206,0.0065,dbahhLiu
5207,0.8288,TXceMgYd
5208,0.9145,CdtknEat
5209,0.4632,GURcYope
5210,0.8033,OwRDMsDn
5211,0.1351,YErGgxfU
5212,0.4847,TiqSOEqb
5213,0.157,oMUeAYhq
5214,0.7995,HcKXGYaT
5215,0.2944,YHhlYjfy
5216,0.3203,AzgJkaae
5217,0.2064,PgmOvwMQ
5218,0.2801,AiAzaVFc
5219,0.8341,pwbEuuxR
5220,0.1746,tGXKSXqF
5221,0.0701,YcPzZpZr
5222,0.257,RqAnpvyL
5223,0.118,JUxrnyMl
5224,0.8423,BSOhOjyt
5225,0.9609,nMGgSNOp
5226,0.4283,pGHjLLif
5227,0.3003,uqSYpUkZ
5228,0.1722,YhmPrmsv
5229,0.8091,ZOBYNQOI
5230,0.3033,UhaOlKCf
5231,0.2328,HHdFUIza
5232,0.9142,TfeMBHRl
5233,0.3537,FidsyLvc
5234,0.7758,tUxHbUQF
5235,0.7856,hTtcWCeb
5236,0.5782,nlbxlNJr
5237,0.5659,hHGCRBtk
5238,0.165,uxMKfqed
5239,0.3397,SASSZonY
5240,0.1859,LpEbtZnt
5241,0.112,WAkVAMvp
5242,0.7242,JLRVTsoy
5243,0.2461,PpTgAEPi
5244,0.3052,QxDXCjPr
5245,0.6919,bHogapEu
5246,0.1095,RyBPtDRb
5247,0.3464,KCtgMESl
5248,0.5665,PWMaMGgs
5249,0.3512,krITtKxQ
5250,0.6682,ljsqBRPg
5251,0.9998,MgxgmkCv
5252,0.8916,RGgewqlz
5253,0.5476,dWmXTlUI
5254,0.6809,ecsQCOZr
5255,0.159,VlwoJkge
5256,0.1542,HGWvBLyp
5257,0.6666,yrquwhKw
5258,0.944,XbtGfWgM
5259,0.3137,SurSpvQm
5260,0.0993,VetHCqbu
5261,0.843,fcLIamYm
5262,0.2309,tgqiEeQu
5263,0.1993,URMmGXeI
5264,0.5112,JXqTbypr
5265,0.6755,UxzVgUUQ
5266,0.7483,PTAfmNUl
5267,0.7853,UKkrMyAt
5268,0.8748,xdRTbLtw
5269,0.9363,DJbWLwXv
5270,0.6163,tSMhNnof
5271,0.7091,dIaNnDBA
5272,0.2104,EOcadIiU
5273,0.4883,ulUglJGh
5274,0.0812,eEPDSXBT
5275,0.1286,vaSXysva
5276,0.5114,YwwRMggF
5277,0.0865,gAlAVZuw
5278,0.7936,eXkkRNxp
5279,0.246,mhYMJwjP
5280,0.3427,mzIdSTqN
5281,0.4239,OflfierB
5282,0.1943,ieMXomrj
5283,0.2833,ayZvHAqp
5284,0.7449,wqKCfSSz
5285,0.6148,DjNUVAWX
5286,0.2795,cOdOrkNt
5287,0.0539,KvKGVJlz
5288,0.2665,yzlermPR
5289,0.9221,OmSewORh
5290,0.7303,YGxRtNXO
5291,0.8767,QGTUmYwJ
5292,0.4541,qeSUJnEU
5293,0.7493,NBZcaIVb
5294,0.7357,rNjMfTkL
5295,0.1352,Xceauows
5296,0.8425,AnAALHyC
5297,0.988,sAKzMsKy
5298,0.099,TeVFpdTc
5299,0.3756,KWPHDsbS
5300,0.9627,LMkgzAuB
5301,0.4257,YZDpalWW
5302,0.331,HZTVnfNc
5303,0.443,vRZlrRot
5304,0.4372,mZNvJZCO
5305,0.9419,JiLypqBw
5306,0.4442,dKDvtfHS
5307,0.3353,GvdolSrk
5308,0.6651,AjTDRDET
5309,0.245,WjZcBrVq
5310,0.9724,bjfJbvnT
5311,0.7982,LlkQhdTw
5312,0.8019,DzQidyTF
5313,0.9271,QLphXFfQ
5314,0.495,znNereyr
5315,0.0198,WJvehJIL
5316,0.2744,ueUKYqFu
5317,0.4814,ozZqJUwA
5318,0.1629,OSwtNyJY
5319,0.123,dEYSIFet
5320,0.7429,aSYHaiwS
5321,0.7749,MpjASXaY
5322,0.2194,CANvOoUr
5323,0.564,MeNCCMRF
5324,0.5112,KFkjkEiC
5325,0.9315,AbJytZPB
5326,0.7861,ozKuqahM
5327,0.4186,kVfgjYtn
5328,0.1381,vpmPMaoV
5329,0.3699,MHmoDIwj
5330,0.8079,nwaYhJAz
5331,0.0703,cnBRBNoG
5332,0.6552,mFuymTOH
5333,0.7559,FkALBQCk
5334,0.7197,uEBrgxCL
5335,0.9668,fZsMmbQH
5336,0.8338,GmCzMsfF
5337,0.0251,WnVvIWWj
5338,0.9087,OLcuiLvG
5339,0.1851,ecvxZPBv
5340,0.4431,LKzBdFsD
5341,0.2648,wXDDlsJo
5342,0.6686,inucmhZK
5343,0.4981,ufBOfBvu
5344,0.2115,Ebmsynuk
5345,0.5507,yhuKqahW
5346,0.7069,RALsOPbG
5347,0.5888,AwJKiKnP
5348,0.9889,JWdnbAyl
5349,0.7208,zoRXqZRG
5350,0.3918,LzLDHxhh
5351,0.4293,TtJNqmXa
5352,0.4968,hOMSyvTZ
5353,0.4704,UwDSJUfs
5354,0.8708,tEaWATiX
5355,0.0375,rabFOGes
5356,0.5297,WWlEISTn
5357,0.3559,wjjeMBFo
5358,0.0839,GODIVuFk
5359,0.0518,CqEEcaMJ
5360,0.4354,tdRQkUHd
5361,0.1402,SpKAfxjb
5362,0.3758,PlBdqCUP
5363,0.583,NUuAYmOj
5364,0.2869,sdsqSDjf
5365,0.0959,HcKCMBvn
5366,0.9357,dYoaTCWw
5367,0.9901,xGjzRcXn
5368,0.4574,BbuhbOLR
5369,0.3925,aHqGTsSh
5370,0.8896,OOlrvGSw
5371,0.0553,ZsZGRSHK
5372,0.4282,zUlPDYEW
5373,0.3084,nyTRcjTe
5374,0.7907,OMWQaghv
5375,0.7817,zVOqnHif
5376,0.8134,EgHNgzjG
5377,0.5522,OXPaVBfn
5378,0.9782,mBNaqlkT
5379,0.515,nhsqYVuN
5380,0.0341,IrCbLVDs
5381,0.8805,NCrRSceq
5382,0.2209,CJPrCDcz
5383,0.621,VPGLfoBB
5384,0.807,sNGOfpwe
5385,0.5966,EnxbTvsR
5386,0.9107,uBsSqrOG
5387,0.399,zPwsGsFi
5388,0.2286,oOgUDRjt
5389,0.9725,AqHBuqUC
5390,0.2337,lrWINkIe
5391,0.1997,JkwQXUiA
5392,0.4748,pxRPxMlG
5393,0.8063,fNdKTCTs
5394,0.5463,IBXQIgGN
5395,0.6962,JpBpoSky
5396,0.5747,vMsrzDSu
5397,0.5068,mphgAFnq
5398,0.585,XgfVAwqn
5399,0.0667,wOIcRInV
5400,0.3043,qZzXRbQt
5401,0.0956,wJtXZsyj
5402,0.4255,YoLenGAa
5403,0.0058,ftHIprqs
5404,0.2798,SHqOCStb
5405,0.8721,juLRABmB
5406,0.8849,tCBSLYHb
5407,0.5945,bWOLunab
5408,0.0069,InLgFceA
5409,0.2308,cjHtLhZj
5410,0.2067,zRFqnkVu
5411,0.0448,EnmkRiNI
5412,0.3661,EcPNSXDU
5413,0.7689,RfJsFwhd
5414,0.3798,dbDKinaq
5415,0.2584,KfSpPFSK
5416,0.4342,vLYYispQ
5417,0.428,cgNDjjns
5418,0.4625,VjHqDtVD
5419,0.1556,dzTqFGxu
5420,0.3147,iRQJGrwB
5421,0.4282,vsxkMegd
5422,0.2245,NKAskOOj
5423,0.3013,MlPpOrOp
5424,0.5065,LmwBkKst
5425,0.2864,bSWJWrYs
5426,0.4902,JotXbOXL
5427,0.6403,QMhMyYyq
5428,0.8915,acVclbjf
5429,0.1399,EXffQFlj
5430,0.5555,VfYWvlgM
5431,0.7465,fnkyrbqR
5432,0.3928,CwCQNXJH
5433,0.7616,fjBjVKur
5434,0.7931,vJkLQDjb
5435,0.8787,rexjKfpr
5436,0.4541,ZDyHitTT
5437,0.3297,oZEaFGwF
5438,0.0783,LaKwWZDF
5439,0.2173,BfDHUGpY
5440,0.9112,xujYeKah
5441,0.091,rzVBulVx
5442,0.3332,kTbAQFvw
5443,0.4328,UBQRnduV
5444,0.0594,IvSNpGRk
5445,0.6136,usPMerwd
5446,0.0452,kcIhrvCG
5447,0.9897,NCFFZTpn
5448,0.1611,fDNifrTW
5449,0.4332,wHNNUfco
5450,0.6533,TLLGggYM
5451,0.2918,sdsIKJyo
5452,0.1615,FulvdjPp
5453,0.1357,JJKMjrFL
5454,0.0131,pnBeoGhI
5455,0.9291,KQPuHNjP
5456,0.9471,wSafHfhO
5457,0.7692,uWTOBFzi
5458,0.608,REawmTfR
5459,0.3182,eyHmwhRU
5460,0.2392,FauqHyyr
5461,0.4608,NkehJqmb
5462,0.1997,TrtVvxnU
5463,0.1908,VdfevlpC
5464,0.7896,phIktTaT
5465,0.6149,ZHHqDmst
5466,0.3426,SKweuvVk
5467,0.0835,WqjNhhql
5468,0.3088,ILQENDLE
5469,0.4063,YxCZljIz
5470,0.9793,uawekJOH
5471,0.3235,cqYAaXUa
5472,0.3999,hGXHDnTJ
5473,0.1254,XGkWWiWL
5474,0.1875,TXnqouvH
5475,0.7678,FwIuGWuA
5476,0.7093,aOJkgFDP
5477,0.7188,XQRaHvSg
5478,0.5667,dSoeCgMs
5479,0.9509,YMPCEqJu
5480,0.8191,AjiADKdO
5481,0.7533,DtdWFGjM
5482,0.9532,xFVAPcDj
5483,0.814,TlMXMQXM
5484,0.0784,cybRhmBQ
5485,0.3626,DrTfJEiX
5486,0.4647,hcktClDG
5487,0.3594,fgmNGzMV
5488,0.2436,QxiCyYWQ
5489,0.2459,aCpgOQNR
5490,0.329,pJPtxkUi
5491,0.0232,BqJRHQFg
5492,0.5057,wcRAdaao
5493,0.9221,lgpeKgZK
5494,0.633,EmkGZZNo
5495,0.9595,comTwQED
5496,0.8868,YhBYHNfO
5497,0.0865,tlJvjRBB
5498,0.3304,SXIwgAka
5499,0.9002,qLpbyWjS
5500,0.3346,nLgWPksP
5501,0.2343,zdPvOowQ
5502,0.2747,yQiVdUOU
5503,0.832,HWBSSSJR
5504,0.5509,BVQcocjM
5505,0.25,rOYAAaOY
5506,0.5379,SKrleztc
5507,0.453,uEyUCoyO
5508,0.7904,XCSkXlzU
5509,0.7472,seHNLyZZ
5510,0.5548,jAWlKKRi
5511,0.6291,SRpmopty
5512,0.6268,pPDlERab
5513,0.0914,xBLloanG
5514,0.0893,eGlxuuyu
5515,0.9298,uLCnvPCV
5516,0.7959,YWBgqBRd
5517,0.1056,uuhOnnqw
5518,0.8506,qNiPOvkY
5519,0.1527,KEvXYEVX
5520,0.4771,KSdGdcPw
5521,0.8238,VmwfCsCl
5522,0.3458,WLVIPpcS
5523,0.3662,xRPRqXtV
5524,0.2783,JquxrOXY
5525,0.8222,hWaBIKGN
5526,0.1918,tvGQPTjL
5527,0.3391,rvsKVZms
5528,0.8248,PAncAdwN
5529,0.6912,AXNQkXiF
5530,0.6654,ztgTJaLl
5531,0.5829,DlDoczQv
5532,0.5541,RVIIaUcr
5533,0.3328,aRxzIQFF
5534,0.6106,hVMDokFd
5535,0.5949,DfNNvnNj
5536,0.1331,EXeKuxYU
5537,0.4554,KqFLJKWP
5538,0.6889,GsoCFWCe
5539,0.6365,fhrixQbb
5540,0.5332,YrrqipQe
5541,0.7428,PMLBIVwX
5542,0.7156,SfUfEBdV
5543,0.8379,eTbmRQPS
5544,0.2118,ZMCNdUau
5545,0.312,BJkswNlI
5546,0.4815,lcIapOqI
5547,0.2833,UYjdMZSE
5548,0.2959,FDfxLjOy
5549,0.932,DdTDHYHR
5550,0.501,PWoxdaDg
5551,0.7524,lRvYqKgc
5552,0.9955,GbBsNSYr
5553,0.0233,PNpdwRNJ
5554,0.0413,VLUzwPVj
5555,0.1638,xCjVlKqx
5556,0.1175,lyuMYIjI
5557,0.2165,UoYkOlyW
5558,0.9166,vyWWuCkj
5559,0.1168,NAiHDACb
5560,0.4867,sTWwrrMC
5561,0.3945,peKjhDnB
5562,0.1274,HIXerjBY
5563,0.2078,fCyunGoD
5564,0.4784,zpWOEIeY
5565,0.0182,dBSZXjzD
5566,0.4182,cvCPIwLo
5567,0.9193,XrKIRyYu
5568,0.1442,dkOrBvqf
5569,0.2327,gpdSLgGH
5570,0.4843,cMMIwOVn
5571,0.8381,QOfaNsmv
5572,0.037,ZQrJiueg
5573,0.9949,XtiIMszx
5574,0.7939,WVfChWjP
5575,0.4631,glechMFc
5576,0.7198,YnYqSsJm
5577,0.6866,lDlFjZKd
5578,0.792,GvELnAsA
5579,0.0099,oFQzhYxq
5580,0.2729,rhfHyGnp
5581,0.8493,BsCFbduQ
5582,0.5737,ykcvVwvZ
5583,0.502,BDCjnNuX
5584,0.2425,hBohWEip
5585,0.2457,DcAJhbXd
5586,0.6558,ZHAetoqR
5587,0.7151,IilaNSxy
5588,0.0773,ccjYwyoT
5589,0.5095,oiynBvZl
5590,0.7764,QZhZCIsn
5591,0.4466,wUmMCBev
5592,0.7436,NFFChkVJ
5593,0.8793,hXtAFkGJ
5594,0.021,CngOrbvU
5595,0.4573,RKLLQjRn
5596,0.7129,rMXqFwfR
5597,0.3739,NZPRkJgi
5598,0.8043,qLwmXYBt
5599,0.2137,faDksJAy
5600,0.378,JKybjGFu
5601,0.1843,MiCwiSXC
5602,0.4886,wvMOHDzt
5603,0.625,qKaMGDvG
5604,0.2671,MZmvjrbd
5605,0.0773,gWAacaBh
5606,0.1278,cmMcEDsZ
5607,0.0493,DbwdxRae
5608,0.4702,BnysDLNV
5609,0.1915,cuqMAGAy
5610,0.4296,cyVgbRsh
5611,0.3054,TaQXgyRd
5612,0.6908,IiVVIXFn
5613,0.7666,MwpBtuHI
5614,0.7117,vSgiAaaV
5615,0.0135,KlWxjAzf
5616,0.7579,mQjjqLIC
5617,0.223,zOUHhZLn
5618,0.0444,rgztCvQe
5619,0.6983,caseZBtH
5620,0.2681,FmlXXAEo
5621,0.1284,YHuVlXYs
5622,0.351,BHAtOxfJ
5623,0.1096,WlLhkcMo
5624,0.2561,BHaIGeAL
5625,0.9058,pfWjlXMZ
5626,0.4536,dSXXmRzb
5627,0.0472,surPQzjE
5628,0.079,biuHyqSW
5629,0.5979,KMwbgwQa
5630,0.9696,tSfQSjES
5631,0.7061,ZqwlDmEq
5632,0.9886,JkXEZhGv
5633,0.5789,AvIquwnq
5634,0.2749,EtoJivRD
5635,0.76,IrrOckRB
5636,0.6639,KOtGXnpf
5637,0.8567,cARpCCVU
5638,0.8338,UwZWRQxO
5639,0.2886,zRGjWAWe
5640,0.6621,eYxeaojY
5641,0.4914,ldqxZfGd
5642,0.272,BadNTemR
5643,0.6872,igQEnaeQ
5644,0.2472,OHisHSTE
5645,0.4661,zhpHKXqd
5646,0.7314,MVwDfUHM
5647,0.1961,VXGxzcZY
5648,0.1043,AMJFKFaA
5649,0.2242,XURtvDBP
5650,0.5807,CdtvGgLD
5651,0.5665,iLxxbRQw
5652,0.7847,sVPWMtFx
5653,0.9535,FVzzJPGa
5654,0.9024,qMvgImyR
5655,0.224,myoeIjzA
5656,0.8159,xxHCWnuM
5657,0.7553,iYZWhmar
5658,0.7982,JEPAUZZO
5659,0.9424,EQrNQuNc
5660,0.5226,lQbFEdKF
5661,0.7263,vjIeMlpG
5662,0.563,zUxHYoMz
5663,0.1118,wOpBqEmk
5664,0.3737,OLcGfWGO
5665,0.7724,YjaFiIcU
5666,0.2466,StSwdJGA
5667,0.1188,fnrFPiUy
5668,0.0785,AFWYhefC
5669,0.6478,bbVuTGyp
5670,0.9383,zKVoRrpe
5671,0.9861,XSWrEvZp
5672,0.6197,svkJtmvq
5673,0.3996,axpkjPSa
5674,0.9826,etuxPHFR
5675,0.6253,JzGQkdPh
5676,0.9482,oWoEJqrb
5677,0.0173,nYMdBcUW
5678,0.5986,FnMsOkVe
5679,0.0345,GETwXVoN
5680,0.966,nybFfPHs
5681,0.9298,etkDMhmX
5682,0.391,qZgCsMgZ
5683,0.8628,FKYMhOVl
5684,0.8838,wTNflWIi
5685,0.3641,vDzuJDaG
5686,0.0854,yFVhlZqg
5687,0.7317,setsiNSL
5688,0.7184,ZKGOLZJD
5689,0.1035,PIeRCBFj
5690,0.5362,goCQfkgz
5691,0.2119,wHHKZIHT
5692,0.1415,LlhhiwxT
5693,0.725,uMinpZWO
5694,0.9414,CyFoyKxq
5695,0.2731,erEIbJjs
5696,0.1766,mgpnBmLg
5697,0.9505,tVNHFzVn
5698,0.1363,CgqxVwsL
5699,0.1035,wjbkRxgF
5700,0.2853,WiAEggiA
5701,0.7564,YmqwgcZS
5702,0.5087,byAaAUib
5703,0.8272,sGaKENkr
5704,0.2592,DlLzOgRE
5705,0.1675,eaIiyDPR
5706,0.8375,DPRUmPJM
5707,0.2506,lwbjicaH
5708,0.4736,bmOffsUC
5709,0.1484,tAUDEQiJ
5710,0.5414,gsOhSvtc
5711,0.9637,ELYpofOf
5712,0.9924,UmpVLmgr
5713,0.6732,IbfqDABk
5714,0.7601,KZWJCIGd
5715,0.3122,WIjQQJUJ
5716,0.9231,EUPeEwTz
5717,0.0445,ZFeHMctl
5718,0.8148,UGfWjnXN
5719,0.0867,qYWHwmWZ
5720,0.6491,ICcfrhUg
5721,0.8441,KNGrnKfh
5722,0.71,qEgkuupg
5723,0.223,lxnZMKDd
5724,0.1171,fUmioois
5725,0.2655,VQqIFIgE
5726,0.5006,ISdxfomE
5727,0.903,cHltLBEb
5728,0.9954,GccTbaEu
5729,0.5409,FKjYUeyX
5730,0.1684,PoNRmcsr
5731,0.8187,DIwbftfD
5732,0.4416,tfPZFRbt
5733,0.2151,zEssBEes
5734,0.8422,wMrTYnyA
5735,0.793,NvCMaGPM
5736,0.8732,ZKIjeyGl
